coachID,year,tmID,coach_tenure,win_rate_prev_team_1yr,win_rate_prev_team_2yr,win_rate_prev_coach_1yr,win_rate_prev_coach_2yr,change_rate_prev,coach_of_the_year
thibami99w,6,CON,2,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,0
thibami99w,7,CON,3,0.7647058823529411,0.5294117647058824,0.7647058823529411,0.5294117647058824,0.0,1
thibami99w,8,CON,4,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.0,0
thibami99w,9,CON,5,0.5294117647058824,0.7647058823529411,0.5294117647058824,0.7647058823529411,0.0,1
thibami99w,10,CON,6,0.6176470588235294,0.5294117647058824,0.6176470588235294,0.5294117647058824,0.0,0
thibami99w,11,CON,7,0.47058823529411764,0.6176470588235294,0.47058823529411764,0.6176470588235294,0.0,0
liebena01w,1,DET,0,0.0,0.0,0.0,0.0,0.0,0
willigr99w,2,DET,0,0.4375,0.0,0.0,0.0,0.0,0
willigr99w,3,DET,0,0.3125,0.4375,0.3125,0.0,0.0,0
laimbbi01w,4,DET,0,0.28125,0.3125,0.4090909090909091,0.0,0.3333333333333333,1
laimbbi01w,5,DET,1,0.7352941176470589,0.28125,0.7352941176470589,0.4090909090909091,0.25,0
laimbbi01w,6,DET,2,0.5,0.7352941176470589,0.5,0.7352941176470589,0.2,0
laimbbi01w,7,DET,3,0.47058823529411764,0.5,0.47058823529411764,0.5,0.16666666666666666,0
laimbbi01w,8,DET,4,0.6764705882352942,0.47058823529411764,0.6764705882352942,0.47058823529411764,0.14285714285714285,0
laimbbi01w,9,DET,5,0.7058823529411765,0.6764705882352942,0.7058823529411765,0.6764705882352942,0.125,0
laimbbi01w,10,DET,6,0.6470588235294118,0.7058823529411765,0.6470588235294118,0.7058823529411765,0.1111111111111111,0
chancva99w,1,HOU,0,0.0,0.0,0.0,0.0,0.0,0
chancva99w,2,HOU,1,0.84375,0.0,0.84375,0.0,0.0,0
chancva99w,3,HOU,2,0.59375,0.84375,0.59375,0.84375,0.0,0
chancva99w,4,HOU,3,0.75,0.59375,0.75,0.59375,0.0,0
chancva99w,5,HOU,4,0.5882352941176471,0.75,0.5882352941176471,0.75,0.0,0
chancva99w,6,HOU,5,0.38235294117647056,0.5882352941176471,0.38235294117647056,0.5882352941176471,0.0,0
chancva99w,7,HOU,6,0.5588235294117647,0.38235294117647056,0.5588235294117647,0.38235294117647056,0.0,0
thompka99w,8,HOU,0,0.5294117647058824,0.5588235294117647,0.7857142857142857,0.0,0.0,0
thompka99w,9,HOU,1,0.38235294117647056,0.5294117647058824,0.38235294117647056,0.7857142857142857,0.0,0
donovan99w,1,IND,0,0.0,0.0,0.0,0.0,0.0,0
fortnne99w,2,IND,0,0.28125,0.0,0.0,0.0,0.0,0
fortnne99w,3,IND,1,0.3125,0.28125,0.3125,0.0,0.0,0
fortnne99w,4,IND,2,0.5,0.3125,0.5,0.3125,0.0,0
wintebr01w,5,IND,0,0.47058823529411764,0.5,0.0,0.0,0.0,0
wintebr01w,6,IND,1,0.4411764705882353,0.47058823529411764,0.4411764705882353,0.0,0.0,0
wintebr01w,7,IND,2,0.6176470588235294,0.4411764705882353,0.6176470588235294,0.4411764705882353,0.0,0
wintebr01w,8,IND,3,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.0,0
dunnli99wc,9,IND,0,0.6176470588235294,0.6176470588235294,0.53125,0.3125,0.0,0
dunnli99wc,10,IND,1,0.5,0.6176470588235294,0.5,0.53125,0.0,0
dunnli99wc,11,IND,2,0.6470588235294118,0.5,0.6470588235294118,0.5,0.0,0
coopemi01w,1,LAS,0,0.0,0.0,0.0,0.0,0.0,1
coopemi01w,2,LAS,1,0.875,0.0,0.875,0.0,0.0,0
coopemi01w,3,LAS,2,0.875,0.875,0.875,0.875,0.0,0
coopemi01w,4,LAS,3,0.78125,0.875,0.78125,0.875,0.0,0
coopemi01w,5,LAS,4,0.7058823529411765,0.78125,0.7058823529411765,0.78125,0.0,0
bibbyhe01w,6,LAS,0,0.75,0.7058823529411765,0.0,0.0,0.2,0
bryanjo01w,7,LAS,1,0.5,0.75,0.6666666666666666,0.0,0.3333333333333333,0
coopemi01w,8,LAS,0,0.7352941176470589,0.5,0.7,0.7058823529411765,0.2857142857142857,0
coopemi01w,9,LAS,1,0.29411764705882354,0.7352941176470589,0.29411764705882354,0.7,0.25,0
coopemi01w,10,LAS,2,0.5882352941176471,0.29411764705882354,0.5882352941176471,0.29411764705882354,0.2222222222222222,0
gilloje01w,11,LAS,0,0.5294117647058824,0.5882352941176471,0.4117647058823529,0.0,0.2,0
rothsro99w,1,MIA,0,0.0,0.0,0.0,0.0,0.0,0
rothsro99w,2,MIA,1,0.40625,0.0,0.40625,0.0,0.0,0
rothsro99w,3,MIA,2,0.625,0.40625,0.625,0.40625,0.0,0
aglerbr99w,1,MIN,0,0.0,0.0,0.0,0.0,0.0,0
aglerbr99w,2,MIN,1,0.46875,0.0,0.46875,0.0,0.0,0
aglerbr99w,3,MIN,2,0.375,0.46875,0.375,0.46875,0.0,0
mcconsu01w,4,MIN,0,0.3125,0.375,0.0,0.0,0.3333333333333333,0
mcconsu01w,5,MIN,1,0.5294117647058824,0.3125,0.5294117647058824,0.0,0.25,1
mcconsu01w,6,MIN,2,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.2,0
mcconsu01w,7,MIN,0,0.4117647058823529,0.5294117647058824,0.4117647058823529,0.5294117647058824,0.16666666666666666,0
zierddo99w,8,MIN,0,0.29411764705882354,0.4117647058823529,0.0,0.0,0.2857142857142857,0
zierddo99w,9,MIN,1,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0,0.25,0
gilloje01w,10,MIN,0,0.47058823529411764,0.29411764705882354,0.0,0.0,0.2222222222222222,0
reevech99w,11,MIN,0,0.4117647058823529,0.47058823529411764,0.0,0.0,0.2,0
adubari99w,1,NYL,0,0.0,0.0,0.0,0.0,0.0,0
adubari99w,2,NYL,1,0.625,0.0,0.625,0.0,0.0,0
adubari99w,3,NYL,2,0.65625,0.625,0.65625,0.625,0.0,0
adubari99w,4,NYL,3,0.5625,0.65625,0.5625,0.65625,0.0,0
adubari99w,5,NYL,4,0.47058823529411764,0.5625,0.47058823529411764,0.5625,0.0,0
coylepa99w,6,NYL,1,0.5294117647058824,0.47058823529411764,0.6111111111111112,0.0,0.2,0
coylepa99w,7,NYL,2,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.6111111111111112,0.16666666666666666,0
coylepa99w,8,NYL,3,0.3235294117647059,0.5294117647058824,0.3235294117647059,0.5294117647058824,0.14285714285714285,0
coylepa99w,9,NYL,4,0.47058823529411764,0.3235294117647059,0.47058823529411764,0.3235294117647059,0.125,0
coylepa99w,10,NYL,5,0.5588235294117647,0.47058823529411764,0.5588235294117647,0.47058823529411764,0.1111111111111111,0
whisejo99w,11,NYL,0,0.38235294117647056,0.5588235294117647,0.42857142857142855,0.6176470588235294,0.2,0
peckca99wc,1,ORL,0,0.0,0.0,0.0,0.0,0.0,0
peckca99wc,2,ORL,1,0.5,0.0,0.5,0.0,0.0,0
brownde01w,3,ORL,0,0.40625,0.5,0.0,0.0,0.0,0
millech99w,1,PHO,0,0.0,0.0,0.0,0.0,0.0,0
coopecy01w,2,PHO,0,0.625,0.0,0.0,0.0,0.0,0
coopecy01w,3,PHO,0,0.40625,0.625,0.40625,0.0,0.0,0
shumajo01w,4,PHO,0,0.34375,0.40625,0.0,0.0,0.3333333333333333,0
grafca99wc,5,PHO,0,0.23529411764705882,0.34375,0.0,0.0,0.25,0
grafca99wc,6,PHO,1,0.5,0.23529411764705882,0.5,0.0,0.2,0
westhpa99w,7,PHO,0,0.47058823529411764,0.5,0.0,0.0,0.16666666666666666,0
westhpa99w,8,PHO,1,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.0,0.14285714285714285,0
gaineco01w,9,PHO,0,0.6764705882352942,0.5294117647058824,0.0,0.0,0.125,0
gaineco01w,10,PHO,1,0.47058823529411764,0.6764705882352942,0.47058823529411764,0.0,0.1111111111111111,0
gaineco01w,11,PHO,2,0.6764705882352942,0.47058823529411764,0.6764705882352942,0.47058823529411764,0.1,0
hargrli99w,1,POR,0,0.0,0.0,0.0,0.0,0.0,0
hargrli99w,2,POR,1,0.3125,0.0,0.3125,0.0,0.0,0
hargrli99w,3,POR,2,0.34375,0.3125,0.34375,0.3125,0.0,0
allenso99w,1,SAC,0,0.0,0.0,0.0,0.0,0.0,0
allenso99w,2,SAC,1,0.65625,0.0,0.65625,0.0,0.0,0
mchugma99w,3,SAC,1,0.625,0.65625,0.7,0.0,0.5,0
mchugma99w,4,SAC,2,0.4375,0.625,0.4375,0.7,0.3333333333333333,0
whisejo99w,5,SAC,1,0.5588235294117647,0.4375,0.75,0.0,0.5,0
whisejo99w,6,SAC,2,0.5294117647058824,0.5588235294117647,0.5294117647058824,0.75,0.4,1
whisejo99w,7,SAC,3,0.7352941176470589,0.5294117647058824,0.7352941176470589,0.5294117647058824,0.3333333333333333,0
bouceje01w,8,SAC,0,0.6176470588235294,0.7352941176470589,0.0,0.0,0.2857142857142857,0
bouceje01w,9,SAC,1,0.5588235294117647,0.6176470588235294,0.5588235294117647,0.0,0.25,0
bouceje01w,10,SAC,2,0.5294117647058824,0.5588235294117647,0.5294117647058824,0.5588235294117647,0.2222222222222222,0
harveca99w,4,SAS,0,0.0,0.0,0.625,0.7368421052631579,0.0,0
dailesh99w,5,SAS,0,0.35294117647058826,0.0,0.5,0.0,0.25,0
hugheda99w,6,SAS,0,0.2647058823529412,0.35294117647058826,0.5,0.3125,0.4,0
hugheda99w,7,SAS,1,0.20588235294117646,0.2647058823529412,0.20588235294117646,0.5,0.3333333333333333,0
hugheda99w,8,SAS,2,0.38235294117647056,0.20588235294117646,0.38235294117647056,0.20588235294117646,0.2857142857142857,1
hugheda99w,9,SAS,3,0.5882352941176471,0.38235294117647056,0.5882352941176471,0.38235294117647056,0.25,0
hugheda99w,10,SAS,4,0.7058823529411765,0.5882352941176471,0.7058823529411765,0.5882352941176471,0.2222222222222222,0
hugheda99w,11,SAS,5,0.4411764705882353,0.7058823529411765,0.4411764705882353,0.7058823529411765,0.2,0
dunnli99wc,1,SEA,0,0.0,0.0,0.0,0.0,0.0,0
dunnli99wc,2,SEA,1,0.1875,0.0,0.1875,0.0,0.0,0
dunnli99wc,3,SEA,2,0.3125,0.1875,0.3125,0.1875,0.0,0
donovan99w,4,SEA,0,0.53125,0.3125,0.5625,0.5625,0.0,0
donovan99w,5,SEA,1,0.5294117647058824,0.53125,0.5294117647058824,0.5625,0.0,0
donovan99w,6,SEA,2,0.5882352941176471,0.5294117647058824,0.5882352941176471,0.5294117647058824,0.0,0
donovan99w,7,SEA,3,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.0,0
donovan99w,8,SEA,4,0.5294117647058824,0.5882352941176471,0.5294117647058824,0.5882352941176471,0.0,0
aglerbr99w,9,SEA,0,0.5,0.5294117647058824,0.3157894736842105,0.375,0.0,0
aglerbr99w,10,SEA,1,0.6470588235294118,0.5,0.6470588235294118,0.3157894736842105,0.0,0
aglerbr99w,11,SEA,2,0.5882352941176471,0.6470588235294118,0.5882352941176471,0.6470588235294118,0.0,0
richano99w,11,TUL,0,0.0,0.0,0.0,0.0,0.0,0
willifr99w,1,UTA,0,0.0,0.0,0.0,0.0,0.0,0
willifr99w,2,UTA,0,0.5625,0.0,0.5625,0.0,0.0,0
harveca99w,3,UTA,0,0.59375,0.5625,0.7368421052631579,0.0,0.5,0
darscna99w,1,WAS,0,0.0,0.0,0.0,0.0,0.0,0
maherto99w,2,WAS,0,0.4375,0.0,0.0,0.0,1.0,0
stanlma99w,3,WAS,0,0.3125,0.4375,0.0,0.0,0.5,1
stanlma99w,4,WAS,1,0.53125,0.3125,0.53125,0.0,0.3333333333333333,0
adamsmi01w,5,WAS,0,0.2647058823529412,0.53125,0.0,0.0,0.25,0
adubari99w,6,WAS,0,0.5,0.2647058823529412,0.4375,0.47058823529411764,0.2,0
adubari99w,7,WAS,1,0.47058823529411764,0.5,0.47058823529411764,0.4375,0.16666666666666666,0
adubari99w,8,WAS,2,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.47058823529411764,0.14285714285714285,0
rollitr01w,9,WAS,1,0.47058823529411764,0.5294117647058824,0.5333333333333333,0.0,0.25,0
plankju99w,10,WAS,0,0.29411764705882354,0.47058823529411764,0.0,0.0,0.3333333333333333,0
laceytr99w,11,WAS,0,0.47058823529411764,0.29411764705882354,0.125,0.47058823529411764,0.3,0
