year,tmID,confID,rank,playoff,firstRound,semis,finals,prev_win_pct,made_playoffs,prev_coach_win_pct,PrevPerformance,PrevOffPerformance,PrevDefPerformance,Performance_weighted_2yr,OffPerformance_weighted_2yr,DefPerformance_weighted_2yr,Performance_weighted_3yr,OffPerformance_weighted_3yr,DefPerformance_weighted_3yr,Performance_weighted_4yr,OffPerformance_weighted_4yr,DefPerformance_weighted_4yr
6,CON,0,1.0,1,1,1,1,0.5294117647058824,1.0,0.5294117647058824,0.9561709012415895,0.8211064476076864,1.1579449215976751,0.009189370558769021,-0.4176919906834727,0.5734993537878772,0.37413511479919764,0.0058340573679492615,0.8190141429768186,0.17030765370286088,-0.10873259728966034,0.755947138822468
7,CON,0,1.0,1,1,0,0,0.7647058823529411,1.0,0.6078431372549019,-0.45718635317247325,-0.25945115435631566,-0.07094095491627561,-0.09637114576011709,-0.019716621583957435,0.14050244398855513,-0.3847402467764175,-0.4864432587974269,0.017053556633545817,0.00034035255060857076,-0.07503025265282319,0.3277118647806125
8,CON,0,3.0,1,0,0,0,0.7647058823529411,1.0,0.6470588235294118,-0.3118843721255959,-0.267907729265251,-0.04793787103733137,-0.01677649329453747,0.08948195742103633,0.1040120651765707,0.31139981433942826,0.3899862251189942,0.36290100865650654,0.1336512143435758,0.12005027812730076,0.3078888274194534
9,CON,0,2.0,1,0,0,0,0.5294117647058824,1.0,0.6235294117647059,-1.4455250377714568,-1.2206874198769089,-1.2954608522878694,-1.341235966656594,-1.1093512939334478,-1.3230843432720816,-0.8837506747002457,-0.694728142705125,-1.024125456547235,-0.3781943635476371,-0.29058915739131363,-0.45754080260580227
10,CON,0,6.0,0,0,0,0,0.6176470588235294,1.0,0.6225490196078431,-1.0944819031074184,-0.6284991552466858,-1.2899133586794282,-1.1714537962785634,-0.9456421276568909,-1.340159987185399,-1.1221479142001687,-0.9099009587896513,-1.3089851138048467,-0.8940871251286074,-0.7533381483938231,-1.0098980171217955
11,CON,0,,0,0,0,0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,DET,0,5.0,0,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,DET,0,7.0,0,0,0,0,0.4375,0.0,0.0,-0.508177030326688,-0.45719889736310965,-0.5413286666361733,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,DET,0,8.0,0,0,0,0,0.3125,0.0,0.3125,-1.6074404635111297,-1.3952908345084296,-1.9787056767333997,-0.9553914279279219,-0.9154393467476277,-1.0931822500125146,1.033610913010127,0.9045052235219212,1.150647701263687,0.0,0.0,0.0
4,DET,0,1.0,1,1,1,1,0.28125,0.0,0.4090909090909091,-0.6296325542944547,-0.8250181865483647,-0.285805098410215,-0.9167810255717077,-0.9545849514372519,-0.981737277151132,-1.1155569632269113,-1.0894109338280094,-1.1209661200759107,0.5928406104517157,0.6520523117911463,0.6224957785951724
5,DET,0,3.0,1,0,0,0,0.7352941176470589,1.0,0.6071428571428571,-0.9374037834482835,-1.1366160599591915,-0.08874685882194347,-1.3728811628279203,-1.3767511018314869,-1.123180534530407,-1.8738198453249137,-1.8543020491209758,-1.7309183240713284,-1.4983083783092153,-1.5289050864755114,-1.3158065599809434
6,DET,0,4.0,1,0,0,0,0.5,1.0,0.5666666666666667,0.24550187213634683,0.06711003408441232,0.3936083373811504,0.7457051841558964,0.7019990715354253,0.7142552474991313,0.180745844992817,0.21100602444168728,0.12897040109903415,-0.147737771265988,-0.17510071113611453,-0.14266868891294204
7,DET,0,2.0,1,1,1,1,0.47058823529411764,1.0,0.5403225806451613,1.0472334594573611,0.1495403458712899,1.7923507997889783,0.8842721978867396,0.4084743076672078,1.471843995102681,1.4661763966012233,1.2211201977402635,1.8256052746994642,0.8565914870688077,0.8903767066539011,0.8106672253272673
8,DET,0,1.0,1,1,1,0,0.6764705882352942,1.0,0.569620253164557,-0.329291791978664,-0.37333939734116084,-0.3528532870150731,0.4505161666205883,0.341554202578314,0.48763469758564604,0.7603216886694245,0.7003621073662433,0.7818958099097688,1.2617923374139837,1.2702642183982087,1.1816128440537
9,DET,0,1.0,1,1,1,1,0.7058823529411765,1.0,0.59375,-0.3811976749303178,-0.6354020345488546,-0.17482640867701343,-0.1257635746067486,-0.2960509005625765,0.037467041361355,0.6000634052868518,0.5098418207807062,0.5965546312150234,0.8767534981962813,0.911561572019646,0.7156499616650658
10,DET,0,3.0,1,1,0,0,0.6470588235294118,1.0,0.6017699115044248,-0.3604852504070177,-0.49743530887780957,0.02830221510562468,0.023257256859530992,-0.011282444668224487,0.17052716135782373,0.4612091478985766,0.4173957585551546,0.5296204635005229,1.0040714250498866,1.03293454943157,0.957097809291684
1,HOU,1,2.0,1,1,1,1,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,HOU,1,4.0,1,0,0,0,0.84375,1.0,0.84375,-1.0159333721417034,-1.0881008474815026,-0.6491867766671997,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,HOU,1,2.0,1,0,0,0,0.59375,1.0,0.71875,0.9787856991013564,0.7337033902417122,1.6433455746570054,-0.16173484401666788,-0.2629705692326123,0.17320959762660315,0.20821671438565348,0.09573388708344265,0.38631493483374835,0.0,0.0,0.0
4,HOU,1,2.0,1,0,0,0,0.75,1.0,0.7291666666666666,0.7857218796526156,1.0616616571833168,0.848363005759232,0.10359131086367833,0.19824864180393326,0.3838678013181888,-0.009896353317844879,0.1109672922856126,-0.044013099664609354,-0.9540857755700646,-0.9323835675531198,-0.9246094095583293
5,HOU,1,6.0,0,0,0,0,0.5882352941176471,1.0,0.6923076923076923,0.7852776602449144,0.8368402360842722,0.8277138693061113,1.0877049829833374,1.1504387993322676,1.0596650622624553,0.6123468432756947,0.8533247174972249,0.46648461664189794,-0.0606994451809483,0.07831472247714848,-0.23789180590372117
6,HOU,1,3.0,1,1,0,0,0.38235294117647056,0.0,0.6280487804878049,1.7167233045153654,1.6202019886334458,1.78225474208087,2.5082615786074163,2.4626187861606277,2.4361330367499305,2.7600395553544237,2.71172531831499,2.6694174009126326,2.5065152031808697,2.458382043465214,2.4328083786833523
7,HOU,1,3.0,1,0,0,0,0.5588235294117647,1.0,0.6161616161616161,0.8870502499020527,1.0642763723397843,0.24810902963221615,1.0089034288004932,1.0975681816275573,0.5790297901535572,1.7740011451041744,1.8087231221442366,1.4909580766472992,2.0293364592866245,2.082711918678421,1.7791328988168982
8,HOU,1,5.0,0,0,0,0,0.5294117647058824,1.0,0.7857142857142857,-0.21997430706465568,-0.21506912459159938,-0.23909927179972534,-0.13435757195601333,-0.10212022128628451,-0.17745911301741435,0.01607627954448725,0.03255309665026992,-0.022420678859091155,0.5662859643908145,0.5915728267434727,0.5038552728621868
9,HOU,1,5.0,0,0,0,0,0.38235294117647056,0.0,0.5,-0.031923476667390455,0.13069984576913424,-0.22101747243461103,0.3013585315401478,0.44606914074209864,-0.030630166613437697,0.5071573123610443,0.5925376549733399,0.19607075628520226,0.4927937820046212,0.6204142613937018,0.11682985727879498
1,IND,0,7.0,0,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,IND,0,6.0,0,0,0,0,0.28125,0.0,0.0,0.17745670008301462,0.07429173356809352,0.24437379295696515,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,IND,0,4.0,1,0,0,0,0.3125,0.0,0.3125,-0.7394512850981867,-0.5056866596069429,-1.0966727924643973,-0.45938826742508543,-0.35353825089483626,-0.6162273664392224,0.8682397527958842,0.7901432463363168,1.09254596784814,0.0,0.0,0.0
4,IND,0,5.0,0,0,0,0,0.5,1.0,0.40625,0.0830421716574658,-0.09718943691108668,0.6324105845264819,-0.6129278007261643,-0.5735743747672425,-0.682477398695577,-0.6912553096908984,-0.7266439992051945,-0.5501027513330332,1.8520099089428184,1.825034982116896,2.078239472496703
5,IND,0,6.0,0,0,0,0,0.47058823529411764,0.0,0.0,1.2104067062911672,1.3244314233329948,0.6521709853617008,1.1175556571321321,1.1947884086258456,0.8220392551661366,0.10370411388479453,0.28173472910330255,-0.31077820598115424,-0.6962992083591505,-0.7804155250837093,-0.513453309905988
6,IND,0,2.0,1,1,0,0,0.4411764705882353,0.0,0.4411764705882353,0.4661414592891525,0.11867194405466461,0.8196366669162102,0.6735503733252232,0.6292153849537766,0.6171304714897065,-0.06514490238640888,-0.1755804243122082,0.07590333268196613,-0.9342554372493799,-0.9906536962524878,-0.819080701751025
7,IND,0,3.0,1,0,0,0,0.6176470588235294,1.0,0.5294117647058824,0.7920926793301897,0.6398971431953284,0.8893670441480176,0.6508398041417824,0.6062127474291258,0.7221519722017963,0.2925467519451915,0.22571228981447677,0.40910145976864365,0.669272432926735,0.6267952682057701,0.7450782272841955
8,IND,0,2.0,1,1,0,0,0.6176470588235294,1.0,0.5588235294117647,1.1881155693721923,0.7805093427649503,1.911946333769035,1.171666493795498,0.8157067850232153,1.804793160547093,1.1032837690087485,0.8282299662578106,1.6129275346723375,1.0427019488277534,0.86171448044018,1.4523973505551624
9,IND,0,4.0,1,0,0,0,0.6176470588235294,1.0,0.34375,2.3737901014893272,2.2767205322169777,2.1001751826597244,1.7322315660465208,1.4761594155367663,1.774154015570758,1.23513544399583,1.199213293087431,1.2089949414926056,0.37780475102019395,0.21820947046409286,0.7031399605503872
10,IND,0,1.0,1,1,1,0,0.5,1.0,0.38461538461538464,-0.4673869815540004,-1.0705553649575252,0.3041433846446578,0.21612998887257479,-0.23562924671704633,0.7886465147649049,0.3676731298825505,-0.015339412870662303,0.9266160310002213,0.8973455613990924,0.603419586052778,1.2511040776813036
11,IND,0,,0,0,0,0,0.6470588235294118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,LAS,1,1.0,1,1,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,LAS,1,1.0,1,1,1,1,0.875,1.0,0.875,2.318901332080259,2.1970978732950073,2.2181599254747457,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,LAS,1,1.0,1,1,1,1,0.875,1.0,0.875,0.8928437993764239,0.9419913890875712,0.6022021665996898,1.817314191054459,1.8206497071125776,1.5944724072157028,0.43772480045906265,0.5493548356336724,-0.13073654836617435,0.0,0.0,0.0
4,LAS,1,1.0,1,1,1,0,0.78125,1.0,0.84375,0.7532270637691597,0.764612658912287,0.4935429595662362,0.9698127388365634,1.0171875131780959,0.7712537897679285,1.528743860947324,1.5721990867730293,1.3455861713369675,-0.9540857755700646,-0.9323835675531198,-0.9246094095583293
5,LAS,1,1.0,1,0,0,0,0.7058823529411765,1.0,0.8076923076923077,0.7003487836805314,0.3600122049864481,1.3369340314418605,0.7267806724205124,0.47234414052386303,1.1647660722570252,0.8969358482588777,0.6430301455145401,1.2367667864794951,1.8155209388383855,1.662856019963365,1.8882398397382212
6,LAS,1,4.0,1,0,0,0,0.7352941176470589,1.0,0.0,1.6532363977108258,2.004377445607538,1.017613373243852,0.8652627604857652,0.9645671175484393,0.8109724489068897,1.269240423409654,1.3783436896993442,1.1303056359707775,1.2358460530691397,1.1781134727655262,1.305112145225107
7,LAS,1,1.0,1,1,0,0,0.5,1.0,0.6666666666666666,-0.47203493917781447,-0.30312498473397265,-0.6655718100487108,-0.3013684522955599,-0.31493266296315764,-0.24555892174523955,-0.3516905591733078,-0.46925927303074005,-0.018520545788147647,0.046803360874034194,-0.018350346536547116,0.287727717959311
8,LAS,1,7.0,0,0,0,0,0.7352941176470589,1.0,0.7933333333333333,-0.18394391783203354,-0.37070330101760834,0.12935861272301555,0.24678598313810954,0.21617533107727946,0.21254435575307162,0.04278745986523939,0.008903847388782962,0.05331505943476703,-0.08243369062005731,-0.08725614703227835,0.0005587460682141468
9,LAS,1,3.0,1,1,0,0,0.29411764705882354,0.0,0.7010869565217391,1.028032189631119,0.4221416636316994,1.1797193506630195,0.9896304569574967,0.5079259140246244,1.260176857577488,1.1670978054398415,0.7782531594223306,1.565298800804294,1.1700628572458935,0.8336989959363734,1.4788312736909888
10,LAS,1,3.0,1,1,0,0,0.5882352941176471,1.0,0.6834862385321101,2.3328640858972673,1.7597719214697625,2.8019356909465025,0.9098563580807306,0.6596887774241544,1.339701763912989,0.9069844041015808,0.666854711319302,1.277873906867377,1.4324018154487628,1.307054621192205,1.611095716269327
11,LAS,1,,0,0,0,0,0.5294117647058824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,MIA,0,6.0,0,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,MIA,0,3.0,1,0,0,0,0.40625,0.0,0.40625,-0.9369408787347859,-1.1553105520733702,-0.2625743359454836,0.756734164469634,0.4259593759585716,3.0391738910065156,0.0,0.0,0.0,0.0,0.0,0.0
3,MIA,0,6.0,0,0,0,0,0.625,1.0,0.515625,-1.0979680956946587,-1.0869554736950162,-1.0586021372344054,-1.3612910205036663,-1.352802425013235,-1.1290789056252517,0.9005901459080115,0.6085199103083949,1.550605559183759,0.0,0.0,0.0
1,MIN,1,6.0,0,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,MIN,1,6.0,0,0,0,0,0.46875,0.0,0.46875,-1.2579983366382892,-0.908626331815796,-1.768496333128761,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,MIN,1,8.0,0,0,0,0,0.375,0.0,0.421875,0.7386605062814967,0.8321391609885707,0.12203160071204565,-0.6664572980920263,-0.36106741374528806,-1.34779437592221,1.6120459932678735,1.7535587417101322,1.0620568242293047,0.0,0.0,0.0
4,MIN,1,4.0,1,0,0,0,0.3125,0.0,0.0,-0.9606453414700282,-0.8969779995017253,-1.2693861462753868,-0.16659181190782785,-0.10509247232243814,-0.4569685861294772,-0.7787421897828151,-0.6805958565614716,-1.040468718188601,-0.27525772786983665,-0.47213263693171154,-0.26018817695291735
5,MIN,1,3.0,1,0,0,0,0.5294117647058824,1.0,0.5294117647058824,-1.6919467581950407,-1.5336661484617005,-2.041784303826535,-1.5629889563167003,-1.4482741954714067,-1.9052364441506007,-1.2618249468287372,-1.1565359752546738,-1.5824925152989855,-1.2231404166139035,-1.078845277950483,-1.5217517248353214
6,MIN,1,6.0,0,0,0,0,0.5294117647058824,1.0,0.5294117647058824,-1.055499826527118,-0.9230490082395285,-1.2108238078368925,-1.5577330648328032,-1.401021683961753,-1.6024373846257376,-0.8107238705745632,-0.5562699828176935,-1.1245933772975594,-0.6772196919248081,-0.4568107353407468,-1.0047582454769943
7,MIN,1,7.0,0,0,0,0,0.4117647058823529,0.0,0.49019607843137253,-0.6224998976323485,-0.8781166405732643,-0.19396585749072692,-0.4781118782788622,-0.7016605189042782,-0.19412833528381385,-1.4886828241068186,-1.6145724158597903,-1.2242441914327513,-1.4995631432327214,-1.6282273666111424,-1.2590422101106191
8,MIN,1,6.0,0,0,0,0,0.29411764705882354,0.0,0.0,-1.4582906761802314,-0.9698802275652101,-1.9783242372657766,-1.9310638153095308,-1.8551615731628364,-1.868462529276201,-1.5044997402298463,-1.490772524930607,-1.3865666905407419,-1.690306584304084,-1.6809852832666838,-1.598267460346343
9,MIN,1,7.0,0,0,0,0,0.29411764705882354,0.0,0.29411764705882354,-1.2059623302775995,-1.0725096324687782,-1.2609592721861644,-1.8972353906286055,-1.9202618136069582,-1.6548175829104244,-2.090611579915102,-2.2642524589375586,-1.7401820069203167,-1.81430728792858,-1.9137811925959056,-1.5611840242307777
10,MIN,1,5.0,0,0,0,0,0.47058823529411764,0.0,0.0,-1.0486892989188112,-0.8173093193653886,-0.9296271266154222,-2.49953855000129,-2.2868313611535203,-2.4579059520142006,-1.8848518550922677,-1.6067440341554848,-2.0239053962039026,-2.160319505022092,-2.2188111608409247,-1.9625968518454202
11,MIN,1,,0,0,0,0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,NYL,0,1.0,1,1,1,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,NYL,0,2.0,1,1,0,0,0.625,1.0,0.625,-0.09209051331138869,-0.10976817585605109,-0.03055727380020596,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,NYL,0,1.0,1,1,1,0,0.65625,1.0,0.640625,1.6315586453099447,1.9028298498845928,0.7640298232484521,1.8068267158035825,1.8692822371172269,1.4395416724345047,-1.2097759265340318,-1.1925403099537442,-1.1015304912262605,0.0,0.0,0.0
4,NYL,0,6.0,0,0,0,0,0.5625,1.0,0.6145833333333334,-0.011228875064328583,0.11702981114672972,-0.2872757827649227,-0.46153144910325244,-0.26551150727374145,-0.8127166778810249,0.480461656301993,0.6727283355431279,0.08643149546773765,-0.9540857755700646,-0.9323835675531198,-0.9246094095583293
5,NYL,0,2.0,1,1,0,0,0.47058823529411764,0.0,0.5769230769230769,0.4702855854514718,0.6884297538966757,0.2692657444625724,0.28551411519227093,0.4041303533015637,0.2115943868242296,0.16523522129088541,0.506049727980568,-0.3839013682490103,0.4247950725692865,0.7244865698300201,-0.004968696928774111
6,NYL,0,3.0,1,0,0,0,0.5294117647058824,1.0,0.6111111111111112,-1.0549700717868427,-0.8634813685730873,-0.8947096563726764,-1.073917590885125,-0.8724648990565652,-1.0892364722949612,-0.7241088135572376,-0.5271123773266835,-0.84191548535519,-0.565647823790989,-0.24396139828226723,-0.9913861996233461
7,NYL,0,5.0,0,0,0,0,0.5294117647058824,1.0,0.5576923076923077,-1.9706524508906211,-1.7534559184516019,-1.6717447325745247,-2.297865823853772,-2.2881769674313333,-1.9742645261570755,-1.7613987395919064,-1.6650226554884329,-1.7418724108168375,-1.4574751323131225,-1.3906688732934827,-1.5244548644373455
8,NYL,0,4.0,1,0,0,0,0.3235294117647059,0.0,0.46511627906976744,-1.4047776693114908,-1.521003996505912,-1.0803688950484274,-1.2906797121256544,-1.4082275540313205,-1.069645449308713,-2.152805844807332,-2.165799056015844,-2.0482342419148125,-1.917978541938691,-1.9120021207638376,-1.8923871146097506
9,NYL,0,3.0,1,1,0,0,0.47058823529411764,1.0,0.4666666666666667,0.1719335891019963,-0.13660131320446803,0.3934512267456624,-0.6601923339306112,-0.8139245288710141,-0.3512819229908649,-0.47717435309315376,-0.5304440632131361,-0.28829274389241655,-2.0765794797723256,-2.077363415051859,-1.9377276718611667
10,NYL,0,7.0,0,0,0,0,0.5588235294117647,1.0,0.502904989747095,0.08021269917221427,0.16416465821611884,0.04832231725162352,-0.2745489962846696,-0.4378925046558709,0.05445976906013304,-0.989419015506225,-1.1219670658596008,-0.6349720849312318,-0.5177721345718946,-0.6399667057547735,-0.28130794390218805
11,NYL,0,,0,0,0,0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ORL,0,3.0,1,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ORL,0,5.0,0,0,0,0,0.5,1.0,0.5,-0.2095125068702769,-0.4331453245795879,0.2678065098828144,-0.5549617310280496,-0.5362544073291724,-0.5226795385343065,0.0,0.0,0.0,0.0,0.0,0.0
3,ORL,0,5.0,0,0,0,0,0.40625,0.0,0.0,1.5853678221393521,1.2088129135035373,1.8756229644572544,0.821302000791874,0.6470173185557687,1.043775244146747,1.1639145162591549,1.1897407115965943,1.4033866357438056,0.0,0.0,0.0
1,PHO,1,4.0,1,0,0,0,0.0,0.0,0.0,-0.3229206455700841,-0.3451846805871109,-0.2842012684727698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,PHO,1,5.0,0,0,0,0,0.625,1.0,0.0,-0.9881212624673885,-1.051833977518794,-0.8247682543198684,1.7577440206841235,1.628681025669334,1.056269006701186,0.0,0.0,0.0,0.0,0.0,0.0
3,PHO,1,7.0,0,0,0,0,0.40625,0.0,0.40625,-1.4038070050122589,-1.3926853865528859,-1.1594731372581029,-1.113080971140801,-1.030988671497036,-1.0617412868762306,-1.2097759265340318,-1.1925403099537442,-1.1015304912262605,0.0,0.0,0.0
4,PHO,1,7.0,0,0,0,0,0.34375,0.0,0.0,-2.3682842979561562,-2.5323011972512517,-1.7474137952414903,-2.0571191314980313,-2.1876497513442845,-1.7334571585401757,-1.3947337934812314,-1.4861582647989555,-1.155771968048941,-0.34093510018227696,-0.4024702930432204,-0.2015751707169875
